sample_id,layer,spearman,overlap_at_k,n_img,k_overlap
chartqa_train_0024,8,0.690425288834258,0.5737483085250338,3699,739
chartqa_train_0024,9,0.7474257830734468,0.6481732070365359,3699,739
chartqa_train_0024,10,0.6104486913533167,0.5751014884979703,3699,739
chartqa_train_0024,11,0.5776065945258924,0.5764546684709067,3699,739
chartqa_train_0024,12,0.5503401231834198,0.5345060893098782,3699,739
chartqa_train_0024,13,0.46114572579987884,0.44519621109607577,3699,739
chartqa_train_0024,14,0.5590374824403702,0.5115020297699594,3699,739
chartqa_train_0024,15,0.4548366463747538,0.4654939106901218,3699,739
chartqa_train_0024,16,0.564453473387225,0.46414073071718537,3699,739
chartqa_train_0024,17,0.6047700728226498,0.4979702300405954,3699,739
chartqa_train_0024,18,0.6037495814597368,0.5277401894451962,3699,739
chartqa_train_0024,19,0.6438330890924309,0.5128552097428958,3699,739
chartqa_train_0024,20,0.6218794586277482,0.5345060893098782,3699,739
chartqa_train_0024,21,0.6504166258484132,0.5859269282814614,3699,739
chartqa_train_0024,22,0.7198437460047948,0.638700947225981,3699,739
chartqa_train_0024,23,0.6813284367313722,0.5886332882273342,3699,739
chartqa_train_0024,24,0.6780361646177123,0.6008119079837618,3699,739
chartqa_train_0024,25,0.6488921546492014,0.557510148849797,3699,739
chartqa_train_0024,26,0.7457770449084153,0.6400541271989174,3699,739
chartqa_train_0024,27,,0.17726657645466848,3699,739
chartqa_train_0025,0,0.5503444814652859,0.4397834912043302,3699,739
chartqa_train_0025,1,0.5532504463143265,0.4654939106901218,3699,739
chartqa_train_0025,2,0.5623313827232388,0.557510148849797,3699,739
chartqa_train_0025,3,0.3655009977044739,0.4871447902571042,3699,739
chartqa_train_0025,4,0.6507782262199329,0.5805142083897158,3699,739
chartqa_train_0025,5,0.7288367524737769,0.7090663058186739,3699,739
chartqa_train_0025,6,0.6306093225166107,0.6143437077131259,3699,739
chartqa_train_0025,7,0.6728324304775006,0.6508795669824087,3699,739
